repos_number,followers,seniority,label
13,14,junior,0
20,10,junior,0
1,16,junior,0
30,13,middle,1
9,15,junior,0
38,9,middle,1
49,8,middle,1
139,9,senior,2
32,10,middle,1
6,16,junior,0
103,12,senior,2
6,9,junior,0
5,9,junior,0
9,11,junior,0
18,12,junior,0
9,16,junior,0
15,14,junior,0
10,9,junior,0
8,8,junior,0
28,8,middle,1
49,9,middle,1
5,10,junior,0
6,12,junior,0
9,14,junior,0
89,15,senior,2
96,13,senior,2
4,9,junior,0
4,8,junior,0
28,15,middle,1
1,9,junior,0
50,10,middle,1
31,9,middle,1
38,14,middle,1
17,14,junior,0
4,8,junior,0
6,8,junior,0
4,9,junior,0
27,14,middle,1
2,17,junior,0
11,8,junior,0
33,16,middle,1
23,15,middle,1
11,12,junior,0
59,15,middle,1
20,9,junior,0
15,8,junior,0
1,13,junior,0
17,16,junior,0
12,8,junior,0
2,10,junior,0
28,10,middle,1
0,8,junior,0
18,9,junior,0
1,14,junior,0
27,11,middle,1
49,16,middle,1
35,11,middle,1
10,8,junior,0
8,8,junior,0
3,8,junior,0
49,10,middle,1
86,11,senior,2
12,11,junior,0
9,16,junior,0
9,10,junior,0
34,16,middle,1
16,8,junior,0
10,8,junior,0
30,9,middle,1
22,11,junior,0
25,10,middle,1
89,11,senior,2
0,10,junior,0
23,12,middle,1
20,12,junior,0
4,15,junior,0
8,8,junior,0
13,14,junior,0
15,14,junior,0
10,14,junior,0
11,13,junior,0
114,12,senior,2
14,9,junior,0
37,13,middle,1
15,11,junior,0
38,15,middle,1
85,15,senior,2
29,9,middle,1
57,8,middle,1
24,12,middle,1
48,14,middle,1
8,11,junior,0
8,13,junior,0
20,15,junior,0
59,15,middle,1
82,8,senior,2
16,12,junior,0
29,12,middle,1
16,14,junior,0
10,9,junior,0
1,11,junior,0
8,10,junior,0
100,13,senior,2
14,13,junior,0
68,15,middle,1
15,8,junior,0
16,9,junior,0
4,11,junior,0
34,12,middle,1
9,15,junior,0
19,12,junior,0
40,14,middle,1
20,11,junior,0
52,15,middle,1
53,10,middle,1
3,13,junior,0
15,15,junior,0
10,12,junior,0
16,12,junior,0
2,10,junior,0
42,10,middle,1
1,11,junior,0
62,8,middle,1
89,17,senior,2
7,15,junior,0
25,10,middle,1
64,10,middle,1
10,10,junior,0
80,13,senior,2
2,8,junior,0
23,12,junior,0
29,14,middle,1
2,9,junior,0
10,9,junior,0
9,8,junior,0
48,11,middle,1
19,12,junior,0
4,10,junior,0
47,13,middle,1
43,16,middle,1
4,11,junior,0
6,14,junior,0
71,9,middle,1
15,16,junior,0
34,15,middle,1
10,8,junior,0
16,12,junior,0
21,11,junior,0
17,8,junior,0
11,13,junior,0
23,8,junior,0
44,14,middle,1
71,16,middle,1
18,13,junior,0
21,11,junior,0
0,13,junior,0
16,10,junior,0
2,8,junior,0
21,8,junior,0
5,8,junior,0
14,9,junior,0
22,10,junior,0
67,12,middle,1
35,14,middle,1
13,15,junior,0
6,14,junior,0
28,17,middle,1
18,12,junior,0
41,11,middle,1
13,8,junior,0
41,9,middle,1
0,8,junior,0
50,15,middle,1
119,15,senior,2
19,11,junior,0
7,16,junior,0
85,16,senior,2
24,8,junior,0
23,9,junior,0
24,12,middle,1
21,14,junior,0
67,17,middle,1
11,16,junior,0
31,17,middle,1
14,8,junior,0
6,12,junior,0
41,17,middle,1
129,9,senior,2
3,15,junior,0
0,8,junior,0
45,13,middle,1
3,9,junior,0
9,12,junior,0
75,16,middle,1
33,8,middle,1
29,9,middle,1
5,8,junior,0
5,8,junior,0
9,12,junior,0
1,12,junior,0
14,13,junior,0
14,11,junior,0
57,12,middle,1
49,17,middle,1
12,11,junior,0
57,8,middle,1
2,12,junior,0
68,9,middle,1
19,10,junior,0
31,12,middle,1
18,10,junior,0
7,10,junior,0
3,9,junior,0
11,11,junior,0
53,9,middle,1
3,12,junior,0
25,8,middle,1
34,14,middle,1
24,15,middle,1
12,13,junior,0
28,8,middle,1
0,9,junior,0
21,12,junior,0
64,16,middle,1
23,10,junior,0
58,8,middle,1
10,14,junior,0
25,13,middle,1
0,10,junior,0
9,11,junior,0
9,14,junior,0
9,8,junior,0
3,8,junior,0
48,12,middle,1
3,8,junior,0
0,10,junior,0
19,11,junior,0
20,14,junior,0
86,11,senior,2
44,12,middle,1
77,12,middle,1
16,14,junior,0
32,8,middle,1
11,10,junior,0
56,15,middle,1
4,8,junior,0
31,17,middle,1
35,14,middle,1
26,13,middle,1
15,17,junior,0
7,17,junior,0
11,9,junior,0
24,14,middle,1
137,8,senior,2
33,15,middle,1
61,9,middle,1
34,16,middle,1
79,16,senior,2
40,12,middle,1
7,8,junior,0
9,8,junior,0
21,12,junior,0
106,8,senior,2
8,8,junior,0
12,10,junior,0
7,8,junior,0
37,10,middle,1
39,13,middle,1
20,17,junior,0
16,10,junior,0
27,8,middle,1
63,9,middle,1
28,15,middle,1
20,9,junior,0
10,12,junior,0
25,10,middle,1
2,9,junior,0
25,10,middle,1
7,12,junior,0
97,13,senior,2
27,11,middle,1
4,15,junior,0
13,15,junior,0
5,16,junior,0
7,9,junior,0
45,10,middle,1
5,17,junior,0
23,9,junior,0
39,8,middle,1
44,14,middle,1
19,8,junior,0
3,8,junior,0
6,11,junior,0
34,8,middle,1
5,10,junior,0
48,15,middle,1
4,10,junior,0
18,12,junior,0
38,9,middle,1
2,8,junior,0
27,11,middle,1
14,8,junior,0
28,13,middle,1
34,12,middle,1
21,10,junior,0
21,17,middle,1
38,16,middle,1
21,15,junior,0
38,13,middle,1
5,14,junior,0
33,9,middle,1
42,12,middle,1
1,8,junior,0
10,9,junior,0
1,9,junior,0
25,16,middle,1
184,12,senior,2
19,10,junior,0
25,9,middle,1
1,12,junior,0
27,9,middle,1
51,9,middle,1
28,8,middle,1
33,8,middle,1
69,10,middle,1
18,11,junior,0
3,12,junior,0
4,16,junior,0
71,13,middle,1
4,8,junior,0
30,10,middle,1
26,8,middle,1
0,9,junior,0
61,8,middle,1
52,11,middle,1
6,8,junior,0
8,12,junior,0
18,12,junior,0
35,14,middle,1
39,14,middle,1
5,16,junior,0
23,12,middle,1
12,11,junior,0
24,17,middle,1
3,10,junior,0
35,9,middle,1
21,16,junior,0
15,17,junior,0
0,15,junior,0
25,13,middle,1
33,8,middle,1
39,8,middle,1
24,15,middle,1
1,11,junior,0
8,12,junior,0
10,8,junior,0
30,17,middle,1
30,16,middle,1
10,13,junior,0
28,15,middle,1
8,8,junior,0
34,9,middle,1
4,8,junior,0
28,12,middle,1
4,10,junior,0
27,11,middle,1
2,13,junior,0
9,9,junior,0
25,9,middle,1
49,10,middle,1
6,15,junior,0
20,10,junior,0
19,16,junior,0
16,8,junior,0
7,14,junior,0
18,9,junior,0
15,15,junior,0
3,10,junior,0
75,10,middle,1
19,13,junior,0
27,10,middle,1
14,13,junior,0
76,16,middle,1
39,12,middle,1
12,9,junior,0
6,8,junior,0
17,11,junior,0
99,16,senior,2
39,16,middle,1
18,16,junior,0
9,9,junior,0
12,8,junior,0
27,14,middle,1
12,11,junior,0
13,14,junior,0
23,9,junior,0
28,8,middle,1
4,9,junior,0
8,9,junior,0
3,14,junior,0
10,9,junior,0
8,8,junior,0
6,8,junior,0
20,16,junior,0
32,14,middle,1
182,8,senior,2
9,9,junior,0
3,10,junior,0
19,14,junior,0
152,16,senior,2
37,13,middle,1
50,15,middle,1
17,8,junior,0
45,14,middle,1
19,14,junior,0
18,15,junior,0
4,14,junior,0
4,10,junior,0
8,9,junior,0
34,9,middle,1
10,16,junior,0
12,12,junior,0
15,8,junior,0
7,10,junior,0
29,17,middle,1
44,12,middle,1
58,14,middle,1
15,16,junior,0
12,8,junior,0
39,11,middle,1
68,12,middle,1
114,16,senior,2
27,9,middle,1
14,13,junior,0
6,8,junior,0
20,8,junior,0
16,9,junior,0
60,13,middle,1
121,13,senior,2
52,15,middle,1
40,17,middle,1
10,16,junior,0
50,11,middle,1
21,9,junior,0
6,9,junior,0
94,12,senior,2
14,9,junior,0
80,16,senior,2
30,15,middle,1
16,9,junior,0
64,13,middle,1
33,17,middle,1
5,9,junior,0
25,17,middle,1
125,16,senior,2
39,17,middle,1
5,14,junior,0
15,9,junior,0
25,13,middle,1
32,13,middle,1
14,10,junior,0
7,9,junior,0
19,13,junior,0
9,13,junior,0
14,11,junior,0
21,8,junior,0
11,8,junior,0
2,10,junior,0
52,13,middle,1
10,8,junior,0
87,11,senior,2
14,17,junior,0
11,16,junior,0
8,8,junior,0
2,12,junior,0
24,12,middle,1
43,14,middle,1
5,12,junior,0
5,14,junior,0
34,8,middle,1
18,14,junior,0
28,16,middle,1
8,9,junior,0
5,11,junior,0
23,10,junior,0
33,12,middle,1
3,13,junior,0
4,10,junior,0
39,13,middle,1
93,8,senior,2
30,9,middle,1
17,8,junior,0
14,8,junior,0
10,10,junior,0
25,10,middle,1
26,9,middle,1
49,10,middle,1
26,10,middle,1
17,15,junior,0
1,15,junior,0
5,10,junior,0
7,14,junior,0
15,16,junior,0
38,12,middle,1
32,13,middle,1
102,17,senior,2
65,9,middle,1
3,8,junior,0
28,9,middle,1
0,8,junior,0
36,14,middle,1
1,10,junior,0
15,10,junior,0
2,9,junior,0
47,11,middle,1
23,16,middle,1
4,10,junior,0
41,10,middle,1
5,11,junior,0
15,10,junior,0
2,8,junior,0
39,15,middle,1
0,9,junior,0
32,16,middle,1
28,8,middle,1
12,10,junior,0
14,8,junior,0
8,10,junior,0
10,8,junior,0
22,16,middle,1
3,9,junior,0
10,13,junior,0
5,11,junior,0
16,14,junior,0
30,8,middle,1
12,11,junior,0
26,12,middle,1
11,13,junior,0
15,11,junior,0
10,9,junior,0
19,17,junior,0
53,9,middle,1
6,8,junior,0
7,13,junior,0
39,15,middle,1
8,11,junior,0
4,12,junior,0
3,8,junior,0
15,17,junior,0
27,10,middle,1
2,8,junior,0
11,16,junior,0
72,16,middle,1
1,8,junior,0
22,8,junior,0
26,9,middle,1
8,9,junior,0
24,10,middle,1
4,8,junior,0
9,14,junior,0
24,8,junior,0
3,16,junior,0
6,14,junior,0
7,9,junior,0
0,11,junior,0
22,9,junior,0
55,17,middle,1
28,10,middle,1
3,9,junior,0
2,8,junior,0
12,15,junior,0
26,8,middle,1
20,8,junior,0
2,10,junior,0
1,11,junior,0
10,15,junior,0
17,10,junior,0
59,15,middle,1
74,9,middle,1
6,11,junior,0
68,15,middle,1
96,9,senior,2
34,8,middle,1
39,9,middle,1
1,8,junior,0
110,11,senior,2
8,9,junior,0
28,8,middle,1
18,8,junior,0
25,13,middle,1
7,8,junior,0
25,14,middle,1
6,8,junior,0
37,8,middle,1
45,11,middle,1
15,8,junior,0
53,14,middle,1
27,13,middle,1
6,9,junior,0
18,8,junior,0
6,13,junior,0
34,10,middle,1
67,11,middle,1
13,14,junior,0
12,13,junior,0
10,12,junior,0
3,14,junior,0
121,9,senior,2
18,11,junior,0
23,12,middle,1
3,17,junior,0
8,16,junior,0
6,8,junior,0
1,8,junior,0
42,13,middle,1
6,9,junior,0
12,12,junior,0
72,15,middle,1
2,8,junior,0
46,11,middle,1
11,11,junior,0
14,9,junior,0
3,10,junior,0
31,14,middle,1
28,12,middle,1
3,8,junior,0
11,9,junior,0
7,16,junior,0
29,11,middle,1
15,8,junior,0
41,11,middle,1
9,8,junior,0
10,14,junior,0
37,12,middle,1
32,14,middle,1
7,13,junior,0
21,13,junior,0
10,13,junior,0
9,10,junior,0
9,16,junior,0
23,14,middle,1
70,15,middle,1
21,17,middle,1
7,10,junior,0
34,17,middle,1
18,8,junior,0
23,9,junior,0
3,15,junior,0
24,8,junior,0
4,17,junior,0
15,13,junior,0
12,16,junior,0
17,11,junior,0
34,11,middle,1
8,12,junior,0
86,16,senior,2
23,13,middle,1
29,12,middle,1
16,8,junior,0
10,9,junior,0
228,15,senior,2
36,8,middle,1
67,11,middle,1
5,8,junior,0
50,9,middle,1
27,12,middle,1
5,8,junior,0
43,11,middle,1
7,9,junior,0
216,8,senior,2
11,12,junior,0
35,12,middle,1
24,14,middle,1
22,17,middle,1
1,15,junior,0
27,14,middle,1
9,8,junior,0
4,12,junior,0
1,8,junior,0
8,11,junior,0
77,11,middle,1
15,11,junior,0
7,14,junior,0
18,13,junior,0
10,12,junior,0
6,16,junior,0
32,12,middle,1
35,12,middle,1
8,12,junior,0
95,14,senior,2
5,8,junior,0
39,9,middle,1
21,10,junior,0
18,8,junior,0
22,9,junior,0
100,13,senior,2
180,10,senior,2
2,14,junior,0
15,9,junior,0
23,16,middle,1
1,9,junior,0
63,13,middle,1
73,16,middle,1
60,14,middle,1
26,17,middle,1
39,11,middle,1
24,8,junior,0
5,14,junior,0
29,13,middle,1
6,9,junior,0
9,11,junior,0
23,11,junior,0
8,8,junior,0
30,10,middle,1
19,9,junior,0
6,9,junior,0
15,8,junior,0
42,8,middle,1
9,11,junior,0
84,11,senior,2
36,14,middle,1
9,14,junior,0
38,13,middle,1
19,12,junior,0
10,13,junior,0
17,17,junior,0
15,11,junior,0
32,10,middle,1
87,9,senior,2
5,8,junior,0
48,12,middle,1
26,15,middle,1
21,9,junior,0
6,8,junior,0
15,9,junior,0
24,10,middle,1
6,10,junior,0
22,12,junior,0
10,14,junior,0
22,15,middle,1
22,8,junior,0
5,10,junior,0
20,8,junior,0
6,12,junior,0
15,16,junior,0
22,14,junior,0
29,14,middle,1
8,8,junior,0
9,8,junior,0
11,14,junior,0
16,17,junior,0
36,14,middle,1
56,10,middle,1
43,11,middle,1
21,10,junior,0
72,10,middle,1
13,8,junior,0
80,12,senior,2
16,10,junior,0
5,12,junior,0
8,11,junior,0
63,12,middle,1
41,9,middle,1
3,12,junior,0
11,16,junior,0
14,8,junior,0
0,10,junior,0
1,15,junior,0
28,10,middle,1
11,9,junior,0
67,14,middle,1
104,13,senior,2
7,13,junior,0
21,9,junior,0
0,8,junior,0
26,13,middle,1
12,8,junior,0
13,10,junior,0
28,16,middle,1
12,10,junior,0
1,15,junior,0
9,8,junior,0
112,9,senior,2
33,17,middle,1
6,8,junior,0
8,9,junior,0
7,13,junior,0
24,9,junior,0
10,17,junior,0
7,12,junior,0
8,10,junior,0
1,11,junior,0
10,9,junior,0
43,14,middle,1
123,10,senior,2
25,9,middle,1
7,15,junior,0
106,10,senior,2
19,13,junior,0
45,11,middle,1
11,10,junior,0
22,9,junior,0
10,13,junior,0
18,14,junior,0
8,14,junior,0
81,16,senior,2
97,10,senior,2
6,10,junior,0
13,13,junior,0
30,9,middle,1
2,8,junior,0
11,9,junior,0
7,11,junior,0
13,11,junior,0
39,9,middle,1
10,14,junior,0
11,14,junior,0
24,9,junior,0
61,10,middle,1
49,14,middle,1
19,12,junior,0
17,16,junior,0
27,16,middle,1
6,15,junior,0
18,14,junior,0
1,9,junior,0
13,13,junior,0
43,14,middle,1
20,10,junior,0
24,10,middle,1
11,12,junior,0
14,9,junior,0
25,9,middle,1
12,13,junior,0
8,17,junior,0
51,17,middle,1
1,10,junior,0
30,8,middle,1
21,14,junior,0
67,10,middle,1
48,9,middle,1
1,15,junior,0
40,17,middle,1
67,8,middle,1
38,14,middle,1
31,8,middle,1
3,10,junior,0
14,8,junior,0
7,8,junior,0
18,11,junior,0
20,8,junior,0
13,12,junior,0
20,12,junior,0
0,10,junior,0
9,8,junior,0
28,14,middle,1
57,11,middle,1
3,10,junior,0
3,16,junior,0
24,10,middle,1
0,10,junior,0
6,16,junior,0
5,10,junior,0
16,14,junior,0
5,9,junior,0
52,13,middle,1
33,8,middle,1
15,9,junior,0
47,11,middle,1
67,9,middle,1
6,8,junior,0
10,9,junior,0
22,8,junior,0
31,9,middle,1
3,12,junior,0
4,13,junior,0
19,17,junior,0
0,8,junior,0
9,16,junior,0
40,15,middle,1
38,11,middle,1
19,8,junior,0
8,16,junior,0
2,9,junior,0
23,12,junior,0
5,14,junior,0
10,12,junior,0
1,8,junior,0
33,9,middle,1
58,12,middle,1
27,12,middle,1
72,15,middle,1
22,13,junior,0
28,10,middle,1
2,16,junior,0
15,9,junior,0
22,15,middle,1
21,9,junior,0
41,13,middle,1
19,12,junior,0
25,12,middle,1
14,13,junior,0
28,8,middle,1
12,12,junior,0
35,10,middle,1
25,8,middle,1
83,11,senior,2
26,12,middle,1
28,8,middle,1
24,11,middle,1
17,15,junior,0
11,10,junior,0
22,14,junior,0
8,12,junior,0
3,8,junior,0
58,8,middle,1
2,10,junior,0
50,11,middle,1
38,10,middle,1
126,12,senior,2
58,14,middle,1
15,17,junior,0
21,14,junior,0
42,17,middle,1
76,11,middle,1
12,16,junior,0
37,15,middle,1
3,15,junior,0
5,11,junior,0
6,16,junior,0
33,15,middle,1
25,13,middle,1
30,16,middle,1
17,13,junior,0
4,9,junior,0
3,9,junior,0
41,9,middle,1
3,9,junior,0
24,12,middle,1
48,10,middle,1
7,17,junior,0
41,15,middle,1
48,15,middle,1
15,11,junior,0
5,10,junior,0
17,9,junior,0
22,9,junior,0
1,12,junior,0
36,17,middle,1
49,9,middle,1
73,10,middle,1
19,10,junior,0
23,12,middle,1
35,13,middle,1
56,17,middle,1
24,10,middle,1
24,10,middle,1
55,16,middle,1
4,11,junior,0
7,17,junior,0
48,10,middle,1
10,8,junior,0
4,15,junior,0
18,9,junior,0
8,9,junior,0
24,12,middle,1
112,17,senior,2
11,8,junior,0
41,15,middle,1
18,9,junior,0
17,10,junior,0
35,15,middle,1
51,10,middle,1
18,9,junior,0
72,9,middle,1
4,11,junior,0
6,11,junior,0
22,15,junior,0
12,16,junior,0
20,8,junior,0
124,13,senior,2
19,8,junior,0
17,10,junior,0
42,14,middle,1
15,8,junior,0
36,9,middle,1
21,14,junior,0
18,15,junior,0
7,10,junior,0
35,11,middle,1
7,8,junior,0
25,9,middle,1
32,15,middle,1
15,9,junior,0
105,9,senior,2
5,9,junior,0
11,13,junior,0
1,10,junior,0
13,10,junior,0
16,17,junior,0
39,15,middle,1
7,8,junior,0
16,12,junior,0
3,10,junior,0
19,10,junior,0
56,10,middle,1
9,12,junior,0
11,8,junior,0
26,8,middle,1
51,9,middle,1
47,9,middle,1
16,8,junior,0
4,8,junior,0
47,12,middle,1
74,13,middle,1
7,8,junior,0
12,8,junior,0
43,12,middle,1
51,13,middle,1
6,12,junior,0
20,12,junior,0
8,15,junior,0
16,17,junior,0
3,10,junior,0
26,14,middle,1
6,8,junior,0
14,8,junior,0
52,10,middle,1
32,10,middle,1
6,10,junior,0
36,13,middle,1
33,14,middle,1
3,11,junior,0
6,10,junior,0
10,9,junior,0
22,12,junior,0
64,15,middle,1
17,16,junior,0
42,12,middle,1
37,8,middle,1
16,8,junior,0
28,8,middle,1
1,8,junior,0
1,11,junior,0
21,8,junior,0
2,16,junior,0
24,13,middle,1
4,11,junior,0
9,15,junior,0
42,13,middle,1
20,15,junior,0
32,8,middle,1
14,9,junior,0
18,9,junior,0
16,12,junior,0
4,8,junior,0
5,13,junior,0
18,13,junior,0
16,8,junior,0
21,16,junior,0
8,15,junior,0
4,9,junior,0
62,17,middle,1
12,12,junior,0
4,13,junior,0
21,10,junior,0
19,16,junior,0
9,10,junior,0
30,9,middle,1
43,11,middle,1
22,8,junior,0
38,17,middle,1
11,13,junior,0
73,12,middle,1
27,8,middle,1
51,13,middle,1
16,16,junior,0
69,14,middle,1
30,15,middle,1
3,8,junior,0
27,8,middle,1
13,10,junior,0
13,8,junior,0
15,8,junior,0
7,9,junior,0
73,11,middle,1
9,9,junior,0
16,11,junior,0
4,13,junior,0
31,11,middle,1
2,8,junior,0
15,8,junior,0
10,10,junior,0
29,9,middle,1
52,13,middle,1
11,10,junior,0
23,15,middle,1
72,15,middle,1
23,11,junior,0
23,17,middle,1
38,10,middle,1
22,8,junior,0
15,17,junior,0
47,16,middle,1
11,8,junior,0
23,8,junior,0
22,10,junior,0
38,17,middle,1
42,11,middle,1
11,10,junior,0
33,9,middle,1
30,10,middle,1
20,16,junior,0
6,8,junior,0
27,14,middle,1
34,11,middle,1
53,8,middle,1
27,8,middle,1
9,14,junior,0
40,12,middle,1
82,15,senior,2
11,10,junior,0
15,9,junior,0
154,14,senior,2
14,13,junior,0
8,8,junior,0
20,8,junior,0
23,9,junior,0
39,12,middle,1
27,9,middle,1
9,9,junior,0
43,14,middle,1
44,13,middle,1
0,8,junior,0
44,10,middle,1
20,9,junior,0
32,8,middle,1
69,17,middle,1
21,16,junior,0
86,16,senior,2
10,9,junior,0
7,8,junior,0
29,9,middle,1
38,14,middle,1
17,14,junior,0
10,11,junior,0
9,9,junior,0
2,10,junior,0
18,16,junior,0
39,8,middle,1
35,12,middle,1
19,14,junior,0
48,8,middle,1
77,13,middle,1
0,13,junior,0
6,10,junior,0
49,16,middle,1
34,12,middle,1
3,9,junior,0
22,16,middle,1
29,8,middle,1
4,10,junior,0
18,12,junior,0
28,15,middle,1
13,8,junior,0
45,12,middle,1
10,14,junior,0
8,15,junior,0
21,11,junior,0
8,13,junior,0
112,13,senior,2
7,16,junior,0
54,9,middle,1
60,15,middle,1
6,9,junior,0
7,15,junior,0
54,14,middle,1
13,13,junior,0
14,10,junior,0
41,9,middle,1
13,10,junior,0
22,10,junior,0
4,10,junior,0
20,10,junior,0
19,11,junior,0
43,12,middle,1
27,9,middle,1
2,9,junior,0
49,15,middle,1
33,14,middle,1
32,9,middle,1
56,11,middle,1
108,17,senior,2
79,16,senior,2
30,9,middle,1
3,8,junior,0
16,12,junior,0
6,11,junior,0
6,9,junior,0
17,17,junior,0
25,12,middle,1
18,8,junior,0
2,9,junior,0
10,8,junior,0
39,16,middle,1
35,15,middle,1
19,8,junior,0
11,13,junior,0
25,15,middle,1
2,10,junior,0
60,10,middle,1
35,11,middle,1
104,15,senior,2
15,11,junior,0
56,9,middle,1
43,17,middle,1
41,9,middle,1
6,8,junior,0
24,12,middle,1
30,16,middle,1
2,15,junior,0
82,13,senior,2
197,13,senior,2
6,10,junior,0
4,8,junior,0
8,9,junior,0
33,13,middle,1
15,16,junior,0
12,8,junior,0
29,15,middle,1
16,8,junior,0
20,9,junior,0
5,10,junior,0
7,12,junior,0
7,14,junior,0
16,15,junior,0
9,13,junior,0
14,9,junior,0
1,10,junior,0
200,8,senior,2
38,9,middle,1
33,13,middle,1
0,14,junior,0
6,12,junior,0
15,8,junior,0
14,8,junior,0
22,11,junior,0
44,16,middle,1
63,16,middle,1
16,13,junior,0
44,12,middle,1
17,10,junior,0
15,13,junior,0
11,13,junior,0
4,10,junior,0
12,9,junior,0
23,16,middle,1
10,15,junior,0
5,8,junior,0
17,8,junior,0
6,9,junior,0
3,14,junior,0
16,11,junior,0
58,14,middle,1
22,8,junior,0
43,9,middle,1
10,11,junior,0
6,13,junior,0
1,8,junior,0
13,13,junior,0
63,10,middle,1
33,9,middle,1
27,9,middle,1
5,15,junior,0
28,10,middle,1
14,11,junior,0
8,8,junior,0
5,15,junior,0
13,17,junior,0
58,12,middle,1
43,9,middle,1
28,10,middle,1
8,10,junior,0
3,8,junior,0
26,8,middle,1
23,9,junior,0
17,8,junior,0
4,9,junior,0
6,11,junior,0
29,17,middle,1
5,9,junior,0
52,13,middle,1
8,16,junior,0
10,9,junior,0
5,8,junior,0
45,15,middle,1
32,15,middle,1
80,8,senior,2
40,8,middle,1
59,17,middle,1
19,12,junior,0
98,13,senior,2
25,17,middle,1
29,13,middle,1
12,11,junior,0
31,9,middle,1
19,16,junior,0
41,11,middle,1
27,16,middle,1
8,8,junior,0
6,8,junior,0
10,8,junior,0
20,10,junior,0
3,8,junior,0
169,14,senior,2
3,10,junior,0
28,14,middle,1
20,8,junior,0
11,12,junior,0
53,15,middle,1
6,9,junior,0
2,8,junior,0
13,8,junior,0
20,9,junior,0
10,11,junior,0
41,16,middle,1
24,9,junior,0
36,17,middle,1
9,8,junior,0
29,12,middle,1
18,13,junior,0
24,10,middle,1
19,10,junior,0
16,10,junior,0
23,8,junior,0
13,11,junior,0
35,10,middle,1
13,15,junior,0
14,17,junior,0
15,13,junior,0
8,8,junior,0
24,16,middle,1
22,10,junior,0
14,10,junior,0
14,9,junior,0
14,8,junior,0
34,9,middle,1
28,9,middle,1
78,10,middle,1
16,12,junior,0
20,12,junior,0
5,8,junior,0
15,13,junior,0
17,16,junior,0
67,8,middle,1
29,12,middle,1
0,10,junior,0
3,9,junior,0
12,17,junior,0
33,17,middle,1
0,8,junior,0
4,8,junior,0
26,12,middle,1
11,12,junior,0
62,9,middle,1
22,10,junior,0
13,12,junior,0
30,14,middle,1
4,9,junior,0
42,9,middle,1
120,10,senior,2
14,16,junior,0
29,15,middle,1
30,11,middle,1
15,8,junior,0
17,8,junior,0
14,14,junior,0
17,12,junior,0
26,12,middle,1
58,8,middle,1
37,8,middle,1
11,15,junior,0
32,15,middle,1
48,10,middle,1
26,17,middle,1
3,8,junior,0
23,9,junior,0
3,10,junior,0
15,11,junior,0
35,11,middle,1
10,14,junior,0
2,16,junior,0
18,11,junior,0
12,13,junior,0
34,14,middle,1
14,15,junior,0
2,8,junior,0
16,11,junior,0
25,9,middle,1
13,16,junior,0
49,12,middle,1
2,16,junior,0
50,10,middle,1
9,10,junior,0
12,8,junior,0
2,16,junior,0
30,9,middle,1
10,8,junior,0
1,10,junior,0
4,14,junior,0
50,14,middle,1
17,8,junior,0
48,9,middle,1
14,9,junior,0
6,14,junior,0
14,13,junior,0
19,9,junior,0
169,17,senior,2
13,9,junior,0
31,14,middle,1
14,15,junior,0
1,11,junior,0
60,13,middle,1
9,10,junior,0
1,11,junior,0
4,9,junior,0
20,8,junior,0
22,14,middle,1
7,9,junior,0
6,9,junior,0
17,10,junior,0
16,14,junior,0
1,17,junior,0
82,12,senior,2
16,9,junior,0
9,9,junior,0
9,8,junior,0
13,10,junior,0
39,13,middle,1
12,8,junior,0
48,15,middle,1
5,9,junior,0
6,10,junior,0
2,10,junior,0
9,9,junior,0
28,8,middle,1
8,8,junior,0
2,15,junior,0
0,8,junior,0
33,9,middle,1
3,10,junior,0
36,10,middle,1
28,11,middle,1
3,9,junior,0
12,10,junior,0
23,8,junior,0
55,17,middle,1
107,15,senior,2
17,10,junior,0
1,13,junior,0
35,15,middle,1
0,10,junior,0
5,10,junior,0
13,12,junior,0
12,12,junior,0
27,14,middle,1
14,13,junior,0
37,15,middle,1
96,12,senior,2
110,14,senior,2
23,11,junior,0
11,10,junior,0
40,13,middle,1
18,13,junior,0
94,12,senior,2
96,12,senior,2
75,13,middle,1
14,8,junior,0
41,8,middle,1
4,10,junior,0
20,9,junior,0
35,14,middle,1
2,14,junior,0
31,15,middle,1
18,10,junior,0
3,14,junior,0
3,16,junior,0
12,15,junior,0
79,13,senior,2
36,9,middle,1
7,10,junior,0
42,16,middle,1
27,15,middle,1
14,10,junior,0
22,14,junior,0
51,14,middle,1
26,17,middle,1
11,8,junior,0
34,11,middle,1
33,8,middle,1
1,9,junior,0
8,10,junior,0
19,8,junior,0
13,8,junior,0
13,8,junior,0
70,17,middle,1
38,12,middle,1
38,10,middle,1
30,10,middle,1
30,17,middle,1
14,9,junior,0
14,9,junior,0
13,14,junior,0
22,16,middle,1
1,10,junior,0
0,10,junior,0
17,8,junior,0
54,9,middle,1
49,9,middle,1
56,10,middle,1
20,8,junior,0
11,8,junior,0
62,9,middle,1
16,9,junior,0
3,12,junior,0
2,15,junior,0
2,15,junior,0
32,16,middle,1
19,11,junior,0
16,10,junior,0
35,14,middle,1
48,12,middle,1
209,13,senior,2
3,14,junior,0
10,9,junior,0
47,11,middle,1
1,8,junior,0
33,16,middle,1
20,14,junior,0
10,11,junior,0
1,9,junior,0
103,10,senior,2
21,10,junior,0
18,16,junior,0
6,9,junior,0
5,10,junior,0
19,10,junior,0
5,11,junior,0
2,9,junior,0
17,9,junior,0
31,14,middle,1
16,13,junior,0
44,13,middle,1
14,15,junior,0
